title,original,type,kids,age_rating,popularity,year,seasons,episodes,genres,audio,subtitles,cover,url,description
Icahn: The Restless Billionaire,Icahn: The Restless Billionaire,movie,,AL,0.4,2022,2,4,documentary,English - Original; Polish; Hungarian; Czech; Spanish (Spain); Russian; Turkish; Italian,Norwegian (Bokmål); Latvian; Slovenian; Dutch; Croatian; Finnish; Portuguese; English; Polish; Romanian (Moldova); Lithuanian; Estonian; Swedish; Czech; Macedonian; Danish; Serbian (Latin); Bulgarian; Hungarian; Spanish (Spain); Greek; Turkish; German; French; Italian,https://images.cdn.prd.api.discomax.com/_V6qM/e9qN9TCk0LBALnQHg.jpeg,https://play.hbomax.com/movie/7c5e9465-6610-4353-9511-b5b083a7a5d9,"Explore the fascinating contradictions at the heart of the famed financier and ""Lone Wolf of Wall Street,"" Carl Icahn, in this documentary."
Ice Cold Gold,Ice Cold Gold,series,,AL,0.8,2013,2,9,adventure-survival,English - Original; Russian; Czech; Turkish; Hungarian; Italian; Spanish (Spain); Polish; Kazakh; Bulgarian; French,Slovak; Swedish; Finnish; Macedonian; Hungarian; Norwegian (Bokmål); Latvian; Estonian; Spanish (Spain) - SDH; Slovenian; Bulgarian; Croatian; Romanian (Moldova); Dutch; Greek; Polish - SDH; Portuguese; Danish; Serbian (Latin); Czech; English,https://images.cdn.prd.api.discomax.com/NIWsx/EmIXIOUpc6Rhohr9A.jpeg,https://play.hbomax.com/show/534a3743-3d76-4748-a76a-1464f88c016c,Eight miners travel to Greenland in search of precious metals and gems.
Ice Lake Rebels,Ice Lake Rebels,series,,AL,0.2,2014,1,9,reality; adventure-survival,English - Original,Slovenian; Croatian; English - SDH; Macedonian; Serbian (Latin),https://images.cdn.prd.api.discomax.com/sknws/rEnnH9NdjzBhGmwmA.jpeg,https://play.hbomax.com/show/31a7e502-a99b-400f-8a61-90619a08d4a3,Survivalists face the rugged conditions of Great Slave Lake in Canada.
Ice On Fire,Ice On Fire,movie,,9,0.4,2019,1,4,documentary,English - Original; Polish,Estonian; Croatian; Macedonian; Dutch; Serbian (Latin); English; Portuguese; Latvian; Romanian (Moldova); Hungarian; Lithuanian; Czech; Bulgarian; Polish; Slovenian; French; Finnish; Swedish; Danish,https://images.cdn.prd.api.discomax.com/6ykNW/uOZMhpoNS8S6zjirg.jpeg,https://play.hbomax.com/movie/24be8af5-3195-4814-b25e-b2003d03d863,This documentary explores the many ways people around the world are feeling the effects of climate change.
Icebox,Icebox,movie,,12,0.7,2018,0,1,drama,Hungarian; Czech; Polish; Russian; Spanish (Spain); Turkish,Norwegian (Bokmål); Dutch; Croatian; Macedonian; English; Swedish; Serbian (Latin); Slovenian; Hungarian; Polish; Romanian (Moldova); Danish; Finnish; Bulgarian; Czech; Turkish,https://images.cdn.prd.api.discomax.com/5sv_i/2WuLUGEswfWzO0T8w.jpeg,https://play.hbomax.com/movie/3208b811-775e-402a-8bdd-5715b7b23c54,Riveting feature film about a young boy from Honduras who gets trapped inside America's rigid and terrifying immigration system. ​
Idris Elba: Fighter,Idris Elba: Fighter,series,,12,0.6,2017,1,3,sports; documentaries; european,Hungarian; Russian; Spanish (Spain); Bulgarian; Slovak; Polish; English; French; Turkish,Macedonian; Serbian (Latin); Finnish; Danish; Latvian; Norwegian (Bokmål); Slovenian; Greek; Polish; Croatian; Hebrew; Dutch; Romanian (Moldova); Estonian; Swedish; Portuguese,https://images.cdn.prd.api.discomax.com/bJEV1/vwzJdbnuDB7D6CC6Q.jpeg,https://play.hbomax.com/show/d9fa1e09-156b-4b2c-a579-04242d662be2,Idris Elba attempts to defeat an IFMA Super Heavyweight World Cup medalist.
IF,IF,movie,yes,6,8.0,2024,2,9,family; comedy,English - Original,Serbian (Latin); Slovenian; English; Croatian; Macedonian,https://images.cdn.prd.api.discomax.com/OjYIy/IHhn9Cw2WzTuHsdqg.jpeg,https://play.hbomax.com/movie/244ba303-ad33-4962-945a-5852d4f3d9e1,A girl discovers that she can see everyone’s imaginary friends and embarks on a magical journey to reconnect forgotten IFs with their kids.
If Beale Street Could Talk,If Beale Street Could Talk,movie,,12,1.6,2018,1,6,drama; romance,Hungarian; English - Original; Czech; Polish,English; Slovenian; Romanian (Moldova); Czech; Macedonian; Hungarian; Serbian (Latin); Bulgarian; Polish; Croatian,https://images.cdn.prd.api.discomax.com/E3eHb/YGxJUOznMU9zyKRFw.jpeg,https://play.hbomax.com/movie/5d4f813a-393a-4080-b861-eb4ab3e1e5a1,"Daughter and wife-to-be Tish vividly recalls the passion, respect and trust that have connected her and her artist fiancé Alonzo Hunt (Fonny)."
If You're Happy,If You're Happy,movie,,AL,0.2,2023,0,3,drama,English; Polish,English; Czech; Romanian (Moldova); Bulgarian; Hungarian; Polish; Macedonian; Croatian; Serbian (Latin); Slovenian,https://images.cdn.prd.api.discomax.com/5o-t6/zr5a1jhXMZwjT32KA.jpeg,https://play.hbomax.com/movie/e203e6aa-b4f6-445d-870a-86caf7f1b380,"A woman struggles with the pressures of motherhood and uses a childish game at a local baby group to vent her fury, sparking an unexpected reaction."
Ignite,Ignite,series,,12,0.0,2025,1,12,drama,Japanese - Original; Spanish (Latin America); Portuguese (Brazil); Japanese,English - SDH; English,https://images.cdn.prd.api.discomax.com/AMdpN/Z7-CrWFYoKlcNZONA.jpeg,https://play.hbomax.com/show/35a9448a-b7d3-4db3-b9ec-796583f9b24d,Ryo Uzaki  joins a law firm of “hitmen” lawyers who chase lawsuits. Justice or profit? A dark legal drama where nothing is off-limits.
Il corpo,Il corpo,movie,,12,1.4,2024,2,2,drama; european,Italian - Original; Czech; Polish; Hungarian,English; Czech; Macedonian; Serbian (Latin); Croatian; Slovenian; Polish; Hungarian; Romanian (Moldova); Bulgarian,https://images.cdn.prd.api.discomax.com/1R_mm/e7XsDqm4pshAwuYsw.jpeg,https://play.hbomax.com/movie/a94a8138-31c9-449b-8f96-2ef4320adfe9,A police inspector investigates the disappearance of the body a wealthy and powerful businesswoman from the morgue just before its autopsy.
Immaculate,Immaculate,movie,,14,6.1,2021,0,1,drama; european,Romanian (Moldova),English; Macedonian; Serbian (Latin); Croatian; Slovenian,https://images.cdn.prd.api.discomax.com/ivoya/TtAehQZKYctEqGqYA.jpeg,https://play.hbomax.com/movie/64fe3150-3517-46b4-aed4-17c390e0e7cd,A young woman tries to get clean from drugs in a detox clinic.
In Pursuit of Honor,In Pursuit of Honor,movie,,6,0.8,1995,0,1,drama,Hungarian; English - Original; Czech; Polish,Norwegian (Bokmål); Polish; Croatian; Slovenian; English; Swedish; Dutch; Turkish; Serbian (Latin); Romanian (Moldova); Bulgarian; Macedonian; Finnish; Danish,https://images.cdn.prd.api.discomax.com/RU_Fe/XP8NJTHNYA5iqoYLA.jpeg,https://play.hbomax.com/movie/48b86898-576c-4db9-ae65-bf0971e24e27,Don Johnson leads a group of men in the fight to save the cavalry's last horses from slaughter.
In Tahrir Square: 18 Days of Egypt's Unfinished Revolution,In Tahrir Square: 18 Days of Egypt's Unfinished Revolution,movie,,16,0.2,2012,0,3,documentary,Czech; Polish; Hungarian; English - Original; Turkish,Croatian; Romanian (Moldova); Polish; English; Czech; Hungarian; Slovenian; Macedonian; Dutch; Bulgarian; Serbian (Latin); Turkish,https://images.cdn.prd.api.discomax.com/j3htL/ZpyX5JE3xG8AXCZag.jpeg,https://play.hbomax.com/movie/d5a9d5d5-34ba-4cef-968f-53c641313e74,A compelling look at the 2011 people-powered revolt in Egypt's Tahrir Square that brought down a dictator and changed Egypt forever.
In the Eye of the Storm,In the Eye of the Storm,series,,14,1.9,2024,3,6,science-nature; reality; adventure-survival,English - Original,Serbian (Latin); Macedonian; Croatian; Slovenian; English,https://images.cdn.prd.api.discomax.com/OvAFp/RSHv3u2M4dtni58Og.jpeg,https://play.hbomax.com/show/cadecc67-6fed-4b07-9234-b9e17475efa0,Eyewitnesses to natural disasters find themselves in the wrong place at the right time and boldly roll their cameras to capture the eye of the storm.
In the Eye of the Storm: Shark Storm,In the Eye of the Storm: Shark Storm,movie,yes,14,0.0,2025,3,1,documentary,English - Original; Czech; Lithuanian; Russian; Hungarian; Polish; Bulgarian; Turkish; French; Spanish (Spain),Bulgarian; Hungarian; Dutch; Portuguese; Slovenian; Polish; Danish; Swedish; Norwegian (Bokmål); Slovak; Czech; Finnish; Romanian (Moldova); Serbian (Latin); English; Croatian; Estonian; Hebrew; Macedonian; Greek; Latvian; French,https://images.cdn.prd.api.discomax.com/Tqcub/fyJ6hKOVaoarJYUTw.jpeg,https://play.hbomax.com/movie/90a4c7b7-ccc1-4975-860f-ea32c6f53c8d,"Dozens of cameras captured the 2024 shark attack outbreak on America's Gulf Coast, but nobody has seen all these perspectives in real time until now."
In the Heart of the Machine,In the Heart of the Machine,movie,,16,0.0,2022,9,12,drama; european,Bulgarian - Original,Macedonian; Croatian; Slovenian; Serbian (Latin); English; Bulgarian,https://images.cdn.prd.api.discomax.com/NxyZY/7Ljt50ZKgU3R7gTtw.jpeg,https://play.hbomax.com/movie/d4383e85-a6c7-4843-9f4e-0686faa54c25,August 1978 Kremikovtsi steel plant. A typical working day for a brigade of high-security prisoners will prove to be fateful for them.
In the Land of Brothers,In the Land of Brothers,movie,,12,0.0,2024,0,5,drama,Polish,English; Hungarian; Czech; Bulgarian; Macedonian; Croatian; Serbian (Latin); Slovenian; Polish; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/fJesR/eB99qPgnvSl4wVDhw.jpeg,https://play.hbomax.com/movie/81d9f8c8-73b4-4e6d-8af9-3e5a44e73321,"Three members of an Afghan family start their lives over in Iran as refugees, unaware they face a decades-long struggle ahead to be ""at home."""
In the Same Breath,In the Same Breath,movie,,12,0.3,2021,4,7,documentary,English - Original; Polish; Spanish (Spain); Turkish,Croatian; Turkish; Dutch; Norwegian (Bokmål); Portuguese; Hungarian; Swedish; Polish; Slovenian; Finnish; Czech; Lithuanian; Serbian (Latin); English; Estonian; Latvian; Spanish (Spain); Danish; Romanian (Moldova); Macedonian; Bulgarian,https://images.cdn.prd.api.discomax.com/5Vpnm/ymQodU2SWRzLH-rZA.jpeg,https://play.hbomax.com/movie/1c20b2a1-f483-40a3-9a3a-c7b14452ea07,"The origin and spread of the coronavirus -- from its outbreak in Wuhan, China to its rampage across the U.S. -- is recounted in this film."
In the Shadow of the Towers: Stuyvesant High on 9/11,In the Shadow of the Towers: Stuyvesant High on 9/11,movie,,9,0.3,2019,0,3,documentary,Polish; English - Original,Slovenian; Portuguese; Bulgarian; Macedonian; Finnish; Dutch; Swedish; English; Romanian (Moldova); Croatian; Latvian; Lithuanian; Hungarian; Serbian (Latin); Danish; Estonian; Polish; Czech; Norwegian (Bokmål); Turkish,https://images.cdn.prd.api.discomax.com/QDSB6/pH3jG6oLKJ0rRAPVw.jpeg,https://play.hbomax.com/movie/7728e5ac-762d-42c0-8c88-e5d0f4fc4708,A look at 9/11 through the eyes of eight people who witnessed the attacks from nearby Stuyvesant High School.
In Time,In Time,movie,,12,9.5,2011,0,1,action; fantasy,English - Audio Description; English - Original; Czech; Hungarian; Polish,Czech; Hungarian; Croatian; Slovenian; Serbian (Latin); Bulgarian; Macedonian; Romanian (Moldova); English; Polish,https://images.cdn.prd.api.discomax.com/3fA0B/8qli90MFQOh5bRlqQ.jpeg,https://play.hbomax.com/movie/281e3275-72ca-4761-842c-06f92be15505,A lone man sets out to shake up a disturbing future world in which time is the ultimate currency.
In Treatment,In Treatment,series,,12,32.9,2008,4,43,drama,Polish; English - Original; French; Turkish,Macedonian; Croatian; Hungarian; Finnish; Danish; Serbian (Latin); Lithuanian; Swedish; Norwegian (Bokmål); Romanian (Moldova); Slovenian; Polish; Estonian; Portuguese; Dutch; Bulgarian; English; Latvian; Czech; French; Turkish; Greek,https://images.cdn.prd.api.discomax.com/OTyXg/ivn5y7sXSARyTFOug.jpeg,https://play.hbomax.com/show/ade214c4-7be3-45bd-831b-0829840546e4,The doctor is in. The intimate confines of psychotherapy sessions are seen from the perspective of a therapist and individual patients.
In Vogue: The Editor's Eye,In Vogue: The Editor's Eye,movie,,AL,0.3,2012,2,6,documentary,Hungarian; Polish; Czech; English - Original,Croatian; English; Serbian (Latin); Macedonian; Polish; Romanian (Moldova); Slovenian; Bulgarian,https://images.cdn.prd.api.discomax.com/a9EBF/G350gu7Op4PZd-m2A.jpeg,https://play.hbomax.com/movie/286995b2-3fe8-4833-8c2b-c81ada5f5b85,"Celebrate the 120th anniversary of ""Vogue"" with this profile of fashion's most influential magazine."
Indian Point: Imagining the Unimaginable,Indian Point: Imagining the Unimaginable,movie,,AL,0.1,2004,0,1,documentary,English - Original; Polish,Hungarian; Dutch; Polish; Czech; Slovenian; Bulgarian; Romanian (Moldova); Croatian; Macedonian; English; Serbian (Latin),https://images.cdn.prd.api.discomax.com/91hHx/ou3ZS_2vlcFxt1KgA.jpeg,https://play.hbomax.com/movie/f2716dec-fc10-4c98-ad2e-485721775cf9,A cautionary look at the possibly catastrophic consequences of an accident or terrorist attack on the Indian Point nuclear power plant.
Indictment: The McMartin Trial,Indictment: The McMartin Trial,movie,,12,1.0,1995,7,7,crime; drama,English - Original; Polish,Czech; Macedonian; Hungarian; Polish; Croatian; Dutch; Romanian (Moldova); Portuguese; English; Serbian (Latin); Slovenian; Bulgarian,https://images.cdn.prd.api.discomax.com/m4g_8/TRKyOxGP7L3vlMt4A.jpeg,https://play.hbomax.com/movie/37d59525-902e-41ac-8721-e62ecce4ff22,A fact-based drama based on the longest and most expensive trial in American history that ended without a single conviction.
Industry,Industry,series,,16,19.7,2020,4,11,drama; european,English - Original; English; Portuguese (Brazil); Spanish (Latin America); English - Audio Description; Hungarian; Polish; Czech; Spanish (Spain); French; Ukrainian; Italian; German,English; Croatian; Slovenian; Serbian (Latin); Macedonian; Spanish (Latin America) - CC; Spanish (Latin America); English - CC; Portuguese (Brazil); Finnish; Norwegian (Bokmål); Romanian (Moldova); Polish; Bulgarian; Danish; Portuguese; Dutch; Swedish; Hungarian; Czech; Spanish (Spain); French; Greek; Icelandic; Ukrainian; Hebrew; German; Italian,https://images.cdn.prd.api.discomax.com/nqAm1/yqbWGYIGqy4Gxis0A.jpeg,https://play.hbomax.com/show/9e51c88c-7a28-40ee-8269-e16572e02a07,"Sex, drugs, and risky deals. What would you trade for an all-time high?"
Inferno,Inferno,movie,,12,4.3,2016,0,3,drama; action,English - Original,Slovenian; Serbian (Latin); English; Croatian; Macedonian,https://images.cdn.prd.api.discomax.com/EKrL1/frz-hXe4lxAfWZF3w.jpeg,https://play.hbomax.com/movie/8f70c717-9ff9-4300-bbc8-960b01799733,Felicity Jones joins Tom Hanks as Langdon follows Dante-inspired clues to stop a deadly virus in this installment of the thrilling saga.
Infinitely Polar Bear,Infinitely Polar Bear,movie,,6,1.0,2014,0,6,drama; romance,Czech; Polish; Hungarian; English - Original,English; Bulgarian; Hungarian; Macedonian; Slovenian; Polish; Romanian (Moldova); Serbian (Latin); Croatian; Czech,https://images.cdn.prd.api.discomax.com/Smon3/KvyAqvUooOsy64Mcw.jpeg,https://play.hbomax.com/movie/46cdb78e-5ba9-4476-89a4-30d13ee009d2,A bipolar man struggles to keep his demons at bay when he must care for his two daughters while their mother is off starting a career.
Insane Pools: Off The Deep End,Insane Pools: Off The Deep End,series,,AL,0.8,2014,3,6,food-home,English; Czech; Hungarian; Spanish (Spain); Italian; Polish; Turkish; Bulgarian; Russian; French,English - SDH; Macedonian; Slovenian; Croatian; Serbian (Latin); Dutch; Finnish; Romanian (Moldova); Norwegian (Bokmål); Hebrew; Swedish; Greek; Polish - SDH; Danish; Bulgarian; Latvian; Portuguese; Estonian,https://images.cdn.prd.api.discomax.com/Wd3tM/-boMOWtb_1rvJ8LgQ.jpeg,https://play.hbomax.com/show/63413c17-9985-48d2-b93e-dd2dc556c03a,Pool designer Lucas Congdon creates artistic outdoor living spaces.
Insecure,Insecure,series,,16,12.0,2016,34,26,comedy,English - Original; Hungarian; Russian; Polish; Czech; French; Spanish (Spain); German; English,Slovenian; Serbian (Latin); Macedonian; English; Croatian; Latvian; Polish; Finnish; Danish; Swedish; Estonian; Portuguese; Bulgarian; Czech; Norwegian (Bokmål); Hungarian; Romanian (Moldova); Lithuanian; Dutch; French; Spanish (Spain); German,https://images.cdn.prd.api.discomax.com/0wOJB/hWIVDvdV0Jaz95uhQ.jpeg,https://play.hbomax.com/show/2eeaa373-3bd1-47b5-a904-d0b6b5117601,"Created by and starring Issa Rae, this comedy series looks at the friendship of two modern-day Black women and all of their tribulations."
Inside the Gangster's Code,Inside the Gangster's Code,series,,12,0.0,2013,1,4,documentaries; crime,English,Croatian; Serbian (Latin); Slovenian,https://images.cdn.prd.api.discomax.com/s5n-y/nCcw-OvUkFwaApGpg.jpeg,https://play.hbomax.com/show/44ebda57-950b-4d37-8503-972087d2d58d,Ex-mobster Lou Ferrante uses his insider knowledge to unlock the secrets of the world's deadliest gangs.
Inside the Heist,Inside the Heist,series,,9,1.0,2022,1,6,crime,English,Slovenian; Macedonian; Croatian; Serbian (Latin); English - SDH,https://images.cdn.prd.api.discomax.com/s-a82/99wks_AHCZdEpZTnQ.jpeg,https://play.hbomax.com/show/566a0634-a3d2-4960-894b-9308f5bdcf15,Experts go behind daring robberies to reveal how the criminal elite use their ingenuity to plan the world's most iconic heists.
Inside The Kim Kardashian Heist,Inside The Kim Kardashian Heist,series,,6,0.0,2025,1,3,documentaries; crime,English - Original; Russian; Polish; Lithuanian; Spanish (Spain); French,Hebrew; Greek; Hungarian; English; Latvian; Estonian; Slovak; Bulgarian; Slovenian; Czech; Dutch; Macedonian; Polish; Swedish; Danish; Finnish; Norwegian (Bokmål); Serbian (Latin); Spanish (Spain); Croatian; Portuguese; Turkish; French; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/SxD3H/HBZbFf5Hwf-cYWF8w.jpeg,https://play.hbomax.com/show/1c6da553-7fbd-4752-8179-cd16f627bb23,This is the incredible story of how Kim Kardashian was robbed of $6 million worth of jewelry during Paris Fashion Week 2016.
